Series,Market,Body Model,Seq,CPOS,Brand,Format,Font,Description1,unknown2,Special,Description2
J,U,LDEE48,1,,A15,B,A29,CHARGER PURSUIT AWD,,,
J,U,LDES48,1,2DJ,A15,B,A29,CHARGER GT PLUS AWD,,,
J,U,LDES48,2,2DH,A15,B,A29,CHARGER GT AWD,,,
J,U,LDES48,3,,A15,B,A29,CHARGER,,,
J,U,LX,1,,A11,B,E25,300,,,
J,U,LXC,1,,A11,B,E25,300,,,
J,U,LXCH48,1,2DE,A11,B,E25,300 TOURING,,,
J,U,LXCH48,2,2DF,A11,B,E25,300 TOURING L,,,
J,U,LXCH48,3,,A11,B,E25,300,,,
J,U,LXCL48,1,2DG,A11,B,E25,300S,,,
J,U,LXCL48,2,,A11,B,E25,300S,,,
J,U,LXCR48,1,,A11,B,E25,300C,,,
J,U,LXCS48,1,2DT,A11,B,E25,300 LIMITED,,,
J,U,LXCS48,2,2DS,A11,B,E19,300 LIMITED PLATINUM,,,
J,U,LXCS48,3,,A11,B,E25,300C,,,
J,U,LXF,1,,A11,B,E25,300,,,
J,U,LXFH48,1,2DE,A11,B,E19,300 TOURING AWD,,,
J,U,LXFH48,2,2DF,A11,B,E19,300 TOURING L AWD,,,
J,U,LXFH48,3,,A11,B,E19,300 AWD,,,
J,U,LXFL48,1,2DG,A11,B,E25,300S AWD,,,
J,U,LXFL48,2,,A11,B,E25,300S AWD,,,
J,U,LXFS48,1,2DT,A11,B,E19,300 LIMITED AWD,,,
J,U,LXFS48,2,2DS,A11,B,E14,300 LIMITED PLATINUM AWD,,,
J,U,LXFS48,3,,A11,B,E25,300C AWD,,,
J,U,MPJH74,1,,A08,B,C29,COMPASS TRAILHAWK 4X4,Y,,
J,U,MPJL74,1,,A08,B,C29,COMPASS SPORT 4X4,Y,,
J,U,MPJM74,1,27B,A08,B,C29,COMPASS ALTITUDE 4X4,Y,,
J,U,MPJM74,2,,A08,B,C29,COMPASS LATITUDE 4X4,Y,,
J,U,MPJP74,1,,A08,B,C29,COMPASS LIMITED 4X4,Y,,
J,U,MPTL74,1,,A08,B,C29,COMPASS SPORT FWD,Y,,
J,U,MPTM74,1,28B,A08,B,C29,COMPASS ALTITUDE FWD,Y,,
J,U,MPTM74,2,,A08,B,C29,COMPASS LATITUDE FWD,Y,,
J,U,MPTP74,1,,A08,B,C29,COMPASS LIMITED FWD,Y,,
J,U,RTK,1,,A15,B,A29,GRAND CARAVAN,Y,,
J,U,RTKH53,1,29Q,A15,B,A29,GRAND CARAVAN SE PLUS,Y,,
J,U,RTKH53,2,ADZ,A15,2,A25,GRAND CARAVAN SE PLUS BLA,,,CKTOP
J,U,RTKH53,3,29E,A15,B,A29,GRAND CARAVAN SE,Y,,
J,U,RTKH53,4,,A15,B,A29,GRAND CARAVAN SE,Y,,
J,U,RTKM53,1,29P,A15,B,A29,GRAND CARAVAN SXT,Y,,
J,U,RTKM53,2,ADZ,A15,2,A25,GRAND CARAVAN SXT BLACKTO,,,P
J,U,RTKM53,3,,A15,B,A29,GRAND CARAVAN SXT,Y,,
J,U,RTKX53,1,,A15,B,A29,GRAND CARAVAN GT,Y,,
J,U,RUCE53,1,,A11,B,F19,PACIFICA L,Y,,
J,U,RUCH53,1,,A11,B,F19,PACIFICA TOURING L,Y,,
J,U,RUCL53,1,,A11,B,F19,PACIFICA LX,Y,,
J,U,RUCM53,1,,A11,B,F19,PACIFICA TOURING,Y,,
J,U,RUCP53,1,,A11,B,F19,PACIFICA TOURING L PLUS,Y,,
J,U,RUCR53,1,,A11,B,F19,PACIFICA TOURING PLUS,Y,,
J,U,RUCT53,1,,A11,B,F19,PACIFICA LIMITED,Y,,
J,U,RUEH53,1,,A11,B,F19,PACIFICA HYBRID TOURING L,Y,,
J,U,RUEP53,1,,A11,B,F19,PACIFICA HYBRID TOURING,Y,,
J,U,RUES53,1,,A11,B,F19,PACIFICA HYBRID LIMITED,Y,,
J,U,VF1,1,,A14,B,A29,RAM 1500 PROMASTER,Y,,
J,U,VF1L11,1,,A14,2,A18,RAM 1500 PROMASTER CARGO,,90B,"118"" WB - LOW ROOF"
J,U,VF1L12,1,,A14,2,A18,RAM 1500 PROMASTER CARGO,,90B,"136"" WB - LOW ROOF"
J,U,VF1L13,1,,A14,2,A18,RAM 1500 PROMASTER CARGO,,90B,"136"" WB - HIGH ROOF"
J,U,VF2,1,,A14,B,A29,RAM 2500 PROMASTER,Y,,
J,U,VF2L13,1,,A14,2,A18,RAM 2500 PROMASTER CARGO,,90B,"136"" WB - HIGH ROOF"
J,U,VF2L16,1,,A14,2,A18,RAM 2500 PROMASTER CARGO,,90B,"159"" WB - HIGH ROOF"
J,U,VF2L26,1,,A14,2,A18,RAM 2500 PROMASTER WINDOW,,90G,"VAN 159"" WB HR"
J,U,VF3,1,,A14,B,A29,RAM 3500 PROMASTER,Y,,
J,U,VF3L02,1,,A14,2,A19,RAM 3500 PROMASTER CHASSI,,90F,"S 136"" WB - 81"" C/A"
J,U,VF3L04,1,,A14,2,A19,RAM 3500 PROMASTER CHASSI,,90F,"S 159"" WB - 104"" C/A"
J,U,VF3L05,1,,A14,2,A19,RAM 3500 PROMASTER CHASSI,,90F,"S 159""WB EXT - 104""C/A"
J,U,VF3L16,1,,A14,2,A18,RAM 3500 PROMASTER CARGO,,90B,"159"" WB - HIGH ROOF"
J,U,VF3L17,1,,A14,2,A18,RAM 3500 PROMASTER CARGO,,90B,"159""WB EXT - HIGH ROOF"
J,U,VF3L27,1,,A14,2,A19,RAM 3500 PROMASTER WINDOW,,90G,"VAN 159"" WB EXT HR"
J,U,VF3L32,1,,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,90F,"Y 136"" WB - 81"" C/A"
J,U,VF3L34,1,,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,90F,"Y 159"" WB - 104"" C/A"
J,U,VF3L35,1,,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,90F,"Y 159""WB EXT - 104""C/A"
J,U,VM,1,,A14,B,A29,PROMASTER CITY,,,
J,U,VMD,1,,A14,B,A29,PROMASTER CITY,,,
J,U,VMDH51,1,24B,A14,B,A29,PROMASTER CITY WAGON SLT,,,
J,U,VMDH51,2,24D,A14,2,A19,PROMASTER CITY TRADESMAN,,90B,SLT CARGO VAN
J,U,VMDH51,3,,A14,B,A29,PROMASTER CITY WAGON SLT,,,
J,U,VMDL51,1,24A,A14,B,A29,PROMASTER CITY WAGON,,,
J,U,VMDL51,2,24C,A14,2,A19,PROMASTER CITY TRADESMAN,,90B,CARGO VAN
J,U,VMDL51,3,,A14,B,A29,PROMASTER CITY WAGON,,,
J,U,WD,1,,A15,B,A29,DURANGO,Y,,
J,U,WDDE75,1,,A15,B,A29,DURANGO SPECIAL SERVICE,Y,,
J,U,WDDH75,1,AXM,A15,2,A19,DURANGO GT BRASS MONKEY R,,,WD
J,U,WDDH75,2,ADX,A15,B,A29,DURANGO GT BLACKTOP RWD,Y,,
J,U,WDDH75,3,2TE,A15,B,A29,DURANGO GT RWD,Y,,
J,U,WDDH75,4,,A15,B,A29,DURANGO,Y,,
J,U,WDDL75,1,AEP,A15,2,A19,DURANGO SXT ANODIZED PLAT,,,INUM RWD
J,U,WDDL75,2,ADX,A15,B,A29,DURANGO SXT BLACKTOP RWD,Y,,
J,U,WDDL75,3,2TA,A15,B,A29,DURANGO SXT RWD,Y,,
J,U,WDDL75,4,,A15,B,A29,DURANGO,Y,,
J,U,WDDP75,1,2TP,A15,2,A19,DURANGO CITADEL ANODIZED,,,PLATINUM RWD
J,U,WDDP75,2,25P,A15,2,A19,DURANGO CITADEL ANODIZED,,,PLATINUM RWD
J,U,WDDP75,3,2BP,A15,2,A19,DURANGO CITADEL ANODIZED,,,PLATINUM RWD
J,U,WDDP75,4,2TJ,A15,B,A29,DURANGO CITADEL RWD,Y,,
J,U,WDDP75,5,,A15,B,A29,DURANGO,Y,,
J,U,WDDS75,1,AXM,A15,2,A19,DURANGO R/T BRASS MONKEY,,,RWD
J,U,WDDS75,2,ADX,A15,B,A29,DURANGO R/T BLACKTOP RWD,Y,,
J,U,WDDS75,3,2TS,A15,B,A29,DURANGO R/T RWD,Y,,
J,U,WDDS75,4,,A15,B,A29,DURANGO,Y,,
J,U,WDEE75,1,AZ1,A15,B,A29,DURANGO PURSUIT AWD,Y,,
J,U,WDEE75,2,2TX,A15,2,A19,DURANGO SPECIAL SERVICE A,,,WD
J,U,WDEE75,3,2TZ,A15,B,A29,DURANGO PURSUIT AWD,Y,,
J,U,WDEE75,4,,A15,B,A29,DURANGO,Y,,
J,U,WDEH75,1,AXM,A15,2,A19,DURANGO GT BRASS MONKEY A,,,WD
J,U,WDEH75,2,ADX,A15,B,A29,DURANGO GT BLACKTOP AWD,Y,,
J,U,WDEH75,3,2TE,A15,B,A29,DURANGO GT AWD,Y,,
J,U,WDEH75,4,,A15,B,A29,DURANGO,Y,,
J,U,WDEL75,1,AEP,A15,2,A19,DURANGO SXT ANODIZED PLAT,,,INUM AWD
J,U,WDEL75,2,ADX,A15,B,A29,DURANGO SXT BLACKTOP AWD,Y,,
J,U,WDEL75,3,2TA,A15,B,A29,DURANGO SXT AWD,Y,,
J,U,WDEL75,4,2TB,A15,B,A29,DURANGO SXT PLUS AWD,Y,,
J,U,WDEL75,5,,A15,B,A29,DURANGO,Y,,
J,U,WDEP75,1,2TP,A15,2,A19,DURANGO CITADEL ANODIZED,,,PLATINUM AWD
J,U,WDEP75,2,25P,A15,2,A19,DURANGO CITADEL ANODIZED,,,PLATINUM AWD
J,U,WDEP75,3,2BP,A15,2,A19,DURANGO CITADEL ANODIZED,,,PLATINUM AWD
J,U,WDEP75,4,2TJ,A15,B,A29,DURANGO CITADEL AWD,Y,,
J,U,WDEP75,5,,A15,B,A29,DURANGO,Y,,
J,U,WDES75,1,AXM,A15,2,A19,DURANGO R/T BRASS MONKEY,,,AWD
J,U,WDES75,2,ADX,A15,B,A29,DURANGO R/T BLACKTOP AWD,Y,,
J,U,WDES75,3,2TS,A15,B,A29,DURANGO R/T AWD,Y,,
J,U,WDES75,4,,A15,B,A29,DURANGO,Y,,
J,U,WDEX75,1,2TL,A15,B,A29,DURANGO SRT 392,Y,,
J,U,WDEX75,2,,A15,B,A29,DURANGO,Y,,
J,U,WKJ,1,,A08,B,C29,GRAND CHEROKEE 4X4,,,
J,U,WKJH74,1,2TA,A08,B,C29,GRAND CHEROKEE LAREDO 4X4,,,
J,U,WKJH74,2,2TE,A08,2,C25,GRAND CHEROKEE LAREDO E 4,,,X4
J,U,WKJH74,3,2TZ,A08,2,C25,GRAND CHEROKEE 4X4 ALTITU,,,DE
J,U,WKJH74,4,,A08,2,C25,GRAND CHEROKEE LAREDO E 4,,,X4
J,U,WKJM74,1,,A08,B,C29,GRAND CHEROKEE TRACKHAWK,,,
J,U,WKJP74,1,2TD,A08,2,C19,GRAND CHEROKEE 4X4 STERLI,,,NG EDITION
J,U,WKJP74,2,,A08,2,C19,GRAND CHEROKEE LIMITED 4X,,,4
J,U,WKJR74,1,,A08,2,C25,GRAND CHEROKEE TRAILHAWK,,,4X4
J,U,WKJS74,1,2TS,A08,2,C25,GRAND CHEROKEE 4X4 HIGH A,,,LTITUDE
J,U,WKJS74,2,,A08,2,C25,GRAND CHEROKEE OVERLAND 4,,,X4
J,U,WKJT74,1,,A08,B,C29,GRAND CHEROKEE SUMMIT 4X4,,,
J,U,WKJX74,1,,A08,B,C29,GRAND CHEROKEE SRT,,,
J,U,WKT,1,,A08,B,C29,GRAND CHEROKEE 4X2,,,
J,U,WKTH74,1,2BC,A08,B,C29,GRAND CHEROKEE UPLAND 4X2,,,
J,U,WKTH74,2,2TA,A08,B,C29,GRAND CHEROKEE LAREDO 4X2,,,
J,U,WKTH74,3,2TE,A08,2,C25,GRAND CHEROKEE LAREDO E 4,,,X2
J,U,WKTH74,4,2TZ,A08,2,C25,GRAND CHEROKEE 4X2 ALTITU,,,DE
J,U,WKTH74,5,,A08,B,C29,GRAND CHEROKEE LAREDO 4X2,,,
J,U,WKTP74,1,2TD,A08,2,C19,GRAND CHEROKEE 4X2 STERLI,,,NG EDITION
J,U,WKTP74,2,,A08,2,C19,GRAND CHEROKEE LIMITED 4X,,,2
J,U,WKTS74,1,2TS,A08,2,C19,GRAND CHEROKEE 4X2 HIGH A,,,LTITUDE
J,U,WKTS74,2,,A08,2,C25,GRAND CHEROKEE OVERLAND 4,,,X2
J,U,WKTT74,1,,A08,B,C29,GRAND CHEROKEE SUMMIT 4X2,,,
J,U,4CFX27,1,,A18,B,G29,ALFA ROMEO 4C SPIDER,,,
J,U,4CFX29,1,,A18,B,G29,ALFA ROMEO 4C COUPE,,,
K,C,BAFH27,1,,A16,S,A29,124 CLASSICA,,89D,
K,C,BAFS27,1,,A16,S,A29,124 LUSSO,,89D,
K,C,BAFX27,1,,A16,S,A29,124 ABARTH,,89D,
K,C,BGF,1,,A16,S,A29,500L,,89A,
K,C,BGFH44,1,,A16,S,A29,500L SPORT,,89A,
K,C,BGFM44,1,,A16,S,A29,500L TREKKING,,89A,
K,C,BGFP44,1,,A16,S,A29,500L LOUNGE,,89A,
K,C,BVJ,1,,A08,B,C29,RENEGADE 4X4,,,
K,C,BVJH74,1,,A08,B,C29,RENEGADE TRAILHAWK 4X4,,,
K,C,BVJL74,1,22A,A08,B,C29,RENEGADE SPORT 4X4,,,
K,C,BVJL74,2,2XA,A08,B,C29,RENEGADE SPORT 4X4,,,
K,C,BVJL74,3,,A08,B,C29,RENEGADE SPORT 4X4,,,
K,C,BVJM74,1,22B,A08,B,C29,RENEGADE NORTH 4X4,,,
K,C,BVJM74,2,2XB,A08,B,C29,RENEGADE NORTH 4X4,,,
K,C,BVJM74,3,22M,A08,B,C29,RENEGADE ALTITUDE 4X4,,,
K,C,BVJM74,4,2XM,A08,B,C29,RENEGADE ALTITUDE 4X4,,,
K,C,BVJM74,5,,A08,B,C29,RENEGADE NORTH 4X4,,,
K,C,BVJP74,1,,A08,B,C29,RENEGADE LIMITED 4X4,,,
K,C,BVT,1,,A08,B,C29,RENEGADE 4X2,,,
K,C,BVTL74,1,22A,A08,B,C29,RENEGADE SPORT 4X2,,,
K,C,BVTL74,2,2XA,A08,B,C29,RENEGADE SPORT 4X2,,,
K,C,BVTL74,3,,A08,B,C29,RENEGADE SPORT 4X2,,,
K,C,BVTM74,1,22B,A08,B,C29,RENEGADE NORTH 4X2,,,
K,C,BVTM74,2,2XB,A08,B,C29,RENEGADE NORTH 4X2,,,
K,C,BVTM74,3,22M,A08,B,C29,RENEGADE ALTITUDE 4X2,,,
K,C,BVTM74,4,2XM,A08,B,C29,RENEGADE ALTITUDE 4X2,,,
K,C,BVTM74,5,,A08,B,C29,RENEGADE NORTH 4X2,,,
K,C,DD3,1,,A14,B,A19,RAM 3500 CHASSIS CAB 4X2,,,
K,C,DD3L63,1,2TA,A14,2,A19,RAM 3500 REG CH. CAB TRAD,,,ESMAN 4X2 (60-IN. CA)
K,C,DD3L63,2,2TG,A14,2,A19,RAM 3500 REG CHASSIS CAB,,,SLT 4X2 (60-INCH CA)
K,C,DD3L63,3,,A14,2,A19,RAM 3500 REG CHASSIS CAB,,,4X2 (60-INCH CA)
K,C,DD3L64,1,2TA,A14,2,A19,RAM 3500 REG CH. CAB TRAD,,,ESMAN 4X2 (84-IN. CA)
K,C,DD3L64,2,2TG,A14,2,A19,RAM 3500 REG CHASSIS CAB,,,SLT 4X2 (84-INCH CA)
K,C,DD3L64,3,,A14,2,A19,RAM 3500 REG CHASSIS CAB,,,4X2 (84-INCH CA)
K,C,DD3L93,1,2TA,A14,2,A19,RAM 3500 CREW CH. CAB TRA,,,DESMAN 4X2 (60-IN. CA)
K,C,DD3L93,2,2TG,A14,2,A19,RAM 3500 CREW CHASSIS CAB,,,SLT 4X2 (60-INCH CA)
K,C,DD3L93,3,2TH,A14,2,A19,RAM 3500 CREW CH. CAB LAR,,,AMIE 4X2 (60-IN. CA)
K,C,DD3L93,4,2TM,A14,2,A19,RAM 3500 CREW CH. CAB LIM,,,ITED 4X2 (60-IN. CA)
K,C,DD3L93,5,,A14,2,A19,RAM 3500 CREW CHASSIS CAB,,,4X2 (60-INCH CA)
K,C,DD8,1,,A14,B,A19,RAM 3500 CHASSIS CAB 4X4,,,
K,C,DD8L63,1,2TA,A14,2,A19,RAM 3500 REG CH. CAB TRAD,,,ESMAN 4X4 (60-IN. CA)
K,C,DD8L63,2,2TG,A14,2,A19,RAM 3500 REG CHASSIS CAB,,,SLT 4X4 (60-INCH CA)
K,C,DD8L63,3,,A14,2,A19,RAM 3500 REG CHASSIS CAB,,,4X4 (60-INCH CA)
K,C,DD8L64,1,2TA,A14,2,A19,RAM 3500 REG CH. CAB TRAD,,,ESMAN 4X4 (84-IN. CA)
K,C,DD8L64,2,2TG,A14,2,A19,RAM 3500 REG CHASSIS CAB,,,SLT 4X4 (84-INCH CA)
K,C,DD8L64,3,,A14,2,A19,RAM 3500 REG CHASSIS CAB,,,4X4 (84-INCH CA)
K,C,DD8L93,1,2TA,A14,2,A19,RAM 3500 CREW CH. CAB TRA,,,DESMAN 4X4 (60-IN. CA)
K,C,DD8L93,2,2TG,A14,2,A19,RAM 3500 CREW CHASSIS CAB,,,SLT 4X4 (60-INCH CA)
K,C,DD8L93,3,2TH,A14,2,A19,RAM 3500 CREW CH. CAB LAR,,,AMIE 4X4 (60-IN. CA)
K,C,DD8L93,4,2TM,A14,2,A19,RAM 3500 CREW CH. CAB LIM,,,ITED 4X4 (60-IN. CA)
K,C,DD8L93,5,,A14,2,A19,RAM 3500 CREW CHASSIS CAB,,,4X4 (60-INCH CA)
K,C,DF3,1,,A14,2,A25,RAM 3500 CC 4X2 SRW 4491,,,KG GVWR
K,C,DF3L63,1,2TA,A14,2,A19,RAM 3500 REG CC TRADESMAN,,,4X2 SRW 4491 KG
K,C,DF3L63,2,2TG,A14,2,A19,RAM 3500 REG CC SLT 4X2 S,,,RW 4491 KG GVWR
K,C,DF3L63,3,,A14,2,A19,RAM 3500 REG CC 4X2 SRW 4,,,491 KG GVWR
K,C,DF3L93,1,2TA,A14,2,A19,RAM 3500 CREW CC TRADESMA,,,N 4X2 SRW 4491 KG
K,C,DF3L93,2,2TG,A14,2,A19,RAM 3500 CREW CC SLT 4X2,,,SRW 4491 KG GVWR
K,C,DF3L93,3,2TH,A14,2,A19,RAM 3500 CREW CC LARAMIE,,,4X2 SRW 4491 KG GVWR
K,C,DF3L93,4,2TM,A14,2,A19,RAM 3500 CREW CC LIMITED,,,4X2 SRW 4491 KG GVWR
K,C,DF3L93,5,,A14,2,A19,RAM 3500 CREW CC 4X2 SRW,,,4491 KG GVWR
K,C,DF8,1,,A14,2,A25,RAM 3500 CC 4X4 SRW 4491,,,KG GVWR
K,C,DF8L63,1,2TA,A14,2,A19,RAM 3500 REG CC TRADESMAN,,,4X4 SRW 4491 KG GVWR
K,C,DF8L63,2,2TG,A14,2,A19,RAM 3500 REG CC SLT 4X4 S,,,RW 4491 KG GVWR
K,C,DF8L63,3,,A14,2,A19,RAM 3500 REG CC 4X4 SRW 4,,,491 KG GVWR
K,C,DF8L93,1,2TA,A14,2,A19,RAM 3500 CREW CC TRADESMA,,,N 4X4 SRW 4491 KG
K,C,DF8L93,2,2TG,A14,2,A19,RAM 3500 CREW CC SLT 4X4,,,SRW 4491 KG GVWR
K,C,DF8L93,3,2TH,A14,2,A19,RAM 3500 CREW CC LARAMIE,,,4X4 SRW 4491 KG GVWR
K,C,DF8L93,4,2TM,A14,2,A19,RAM 3500 CREW CC LIMITED,,,4X4 SRW 4491 KG GVWR
K,C,DF8L93,5,,A14,2,A19,RAM 3500 CREW CC 4X4 SRW,,,4491 KG GVWR
K,C,DJ2,1,,A14,B,A29,RAM 2500 4X2,,,
K,C,DJ2H62,1,2TG,A14,2,A25,RAM 2500 BIG HORN REG CAB,,,4X2
K,C,DJ2H62,2,,A14,B,A29,RAM 2500 REG CAB 4X2,,,
K,C,DJ2H81,1,2TG,A14,2,A25,RAM 2500 BIG HORN MEGA CA,,,B 4X2
K,C,DJ2H81,2,,A14,B,A29,RAM 2500 MEGA CAB 4X2,,,
K,C,DJ2H91,1,2TG,A14,2,A25,RAM 2500 BIG HORN CREW CA,,,B 4X2
K,C,DJ2H91,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2H92,1,2TG,A14,2,A25,RAM 2500 BIG HORN CREW CA,,,B 4X2
K,C,DJ2H92,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2L62,1,2TA,A14,2,A25,RAM 2500 TRADESMAN REG CA,,,B 4X2
K,C,DJ2L62,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2L91,1,2TA,A14,2,A25,RAM 2500 TRADESMAN CREW C,,,AB 4X2
K,C,DJ2L91,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2L92,1,2TA,A14,2,A25,RAM 2500 TRADESMAN CREW C,,,AB 4X2
K,C,DJ2L92,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2M81,1,2TM,A14,2,A25,RAM 2500 LIMITED MEGA CAB,,,4X2
K,C,DJ2M81,2,,A14,B,A29,RAM 2500 MEGA CAB 4X2,,,
K,C,DJ2M91,1,2TM,A14,2,A25,RAM 2500 LIMITED CREW CAB,,,4X2
K,C,DJ2M91,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2M92,1,2TM,A14,2,A25,RAM 2500 LIMITED CREW CAB,,,4X2
K,C,DJ2M92,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2P81,1,2TH,A14,2,A25,RAM 2500 LARAMIE MEGA CAB,,,4X2
K,C,DJ2P81,2,,A14,B,A29,RAM 2500 MEGA CAB 4X2,,,
K,C,DJ2P91,1,2TH,A14,2,A25,RAM 2500 LARAMIE CREW CAB,,,4X2
K,C,DJ2P91,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2P92,1,2TH,A14,2,A25,RAM 2500 LARAMIE CREW CAB,,,4X2
K,C,DJ2P92,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2R81,1,2TK,A14,2,A25,RAM 2500 LONGHORN MEGA CA,,,B 4X2
K,C,DJ2R81,2,,A14,B,A29,RAM 2500 MEGA CAB 4X2,,,
K,C,DJ2R91,1,2TK,A14,2,A25,RAM 2500 LONGHORN CREW CA,,,B 4X2
K,C,DJ2R91,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ2R92,1,2TK,A14,2,A25,RAM 2500 LONGHORN CREW CA,,,B 4X2
K,C,DJ2R92,2,,A14,B,A29,RAM 2500 CREW CAB 4X2,,,
K,C,DJ7,1,,A14,B,A29,RAM 2500 4X4,,,
K,C,DJ7H62,1,2TG,A14,2,A25,RAM 2500 BIG HORN REG CAB,,,4X4
K,C,DJ7H62,2,,A14,B,A29,RAM 2500 REG CAB 4X4,,,
K,C,DJ7H81,1,2TG,A14,2,A25,RAM 2500 BIG HORN MEGA CA,,,B 4X4
K,C,DJ7H81,2,,A14,B,A29,RAM 2500 MEGA CAB 4X4,,,
K,C,DJ7H91,1,2TG,A14,2,A25,RAM 2500 BIG HORN CREW CA,,,B 4X4
K,C,DJ7H91,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7H92,1,2TG,A14,2,A25,RAM 2500 BIG HORN CREW CA,,,B 4X4
K,C,DJ7H92,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7L62,1,2TA,A14,2,A25,RAM 2500 TRADESMAN REG CA,,,B 4X4
K,C,DJ7L62,2,,A14,B,A29,RAM 2500 REG CAB 4X4,,,
K,C,DJ7L91,1,ACE,A14,2,A19,RAM 2500 TRADESMAN POWER,,,WAGON CREW CAB 4X4
K,C,DJ7L91,2,2TA,A14,2,A25,RAM 2500 TRADESMAN CREW C,,,AB 4X4
K,C,DJ7L91,3,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7L92,1,2TA,A14,2,A25,RAM 2500 TRADESMAN CREW C,,,AB 4X4
K,C,DJ7L92,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7M81,1,2TM,A14,2,A25,RAM 2500 LIMITED MEGA CAB,,,4X4
K,C,DJ7M81,2,,A14,B,A29,RAM 2500 MEGA CAB 4X4,,,
K,C,DJ7M91,1,2TM,A14,2,A25,RAM 2500 LIMITED CREW CAB,,,4X4
K,C,DJ7M91,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7M92,1,2TM,A14,2,A25,RAM 2500 LIMITED CREW CAB,,,4X4
K,C,DJ7M92,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7P81,1,2TH,A14,2,A25,RAM 2500 LARAMIE MEGA CAB,,,4X4
K,C,DJ7P81,2,,A14,B,A29,RAM 2500 MEGA CAB 4X4,,,
K,C,DJ7P91,1,2TH,A14,2,A25,RAM 2500 LARAMIE CREW CAB,,,4X4
K,C,DJ7P91,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7P92,1,2TH,A14,2,A25,RAM 2500 LARAMIE CREW CAB,,,4X4
K,C,DJ7P92,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7R81,1,2TK,A14,2,A25,RAM 2500 LONGHORN MEGA CA,,,B 4X4
K,C,DJ7R81,2,,A14,B,A29,RAM 2500 MEGA CAB 4X4,,,
K,C,DJ7R91,1,2TK,A14,2,A25,RAM 2500 LONGHORN CREW CA,,,B 4X4
K,C,DJ7R91,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7R92,1,2TK,A14,2,A19,RAM 2500 LONGHORN CREW CA,,,B 4X4
K,C,DJ7R92,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DJ7X91,1,2TP,A14,2,A19,RAM 2500 POWER WAGON CREW,,,CAB 4X4
K,C,DJ7X91,2,,A14,B,A29,RAM 2500 CREW CAB 4X4,,,
K,C,DP0,1,,A14,B,A29,RAM 5500 CAB CHASSIS 4X4,,,
K,C,DP0L63,1,2TA,A14,2,A19,RAM 5500 REG CH. TRADESMA,,,N 4X4 (60-INCH CA)
K,C,DP0L63,2,2TG,A14,2,A19,RAM 5500 REG CAB CHASSIS,,,SLT 4X4 (60-INCH CA)
K,C,DP0L63,3,,A14,2,A19,RAM 5500 REG CAB CHASSIS,,,4X4 (60-INCH CA)
K,C,DP0L64,1,2TA,A14,2,A19,RAM 5500 REG CH. TRADESMA,,,N 4X4 (84-INCH CA)
K,C,DP0L64,2,2TG,A14,2,A19,RAM 5500 REG CAB CHASSIS,,,SLT 4X4 (84-INCH CA)
K,C,DP0L64,3,,A14,2,A19,RAM 5500 REG CAB CHASSIS,,,4X4 (84-INCH CA)
K,C,DP0L65,1,2TA,A14,2,A19,RAM 5500 REG CH. TRADESMA,,,N 4X4 (108-INCH CA)
K,C,DP0L65,2,2TG,A14,2,A19,RAM 5500 REG CAB CHASSIS,,,SLT 4X4 (108-INCH CA)
K,C,DP0L65,3,,A14,2,A19,RAM 5500 REG CAB CHASSIS,,,4X4 (108-INCH CA)
K,C,DP0L66,1,2TA,A14,2,A19,RAM 5500 REG CH. TRADESMA,,,N 4X4 (120-INCH CA)
K,C,DP0L66,2,2TG,A14,2,A19,RAM 5500 REG CAB CHASSIS,,,SLT 4X4 (120-INCH CA)
K,C,DP0L66,3,,A14,2,A19,RAM 5500 REG CAB CHASSIS,,,4X4 (120-INCH CA)
